input_text,output_text
"Название мероприятия: Лекция о космическом мусоре. Дата: 2026-05-22. Время: 12:00. Место проведения: Екатеринбург, Планетарий. Описание: Проблемы засорения орбиты и способы очистки. Спикер(ы): Астрофизик Костин П.Р. Аудитория (категория): Школьники и студенты.","В планетарии Екатеринбурга астрофизик П.Р. Костин прочитал лекцию о космическом мусоре. Он объяснил, почему старые спутники угрожают новым миссиям, и показал проекты «мусорщиков» — аппаратов для уборки орбиты."
"Название мероприятия: Воркшоп по UX/UI-дизайну. Дата: 2026-05-23. Время: 14:30. Место проведения: Онлайн (Miro). Описание: Проектирование интерфейсов для мобильных приложений. Спикер(ы): Дизайнер из Тинькофф Лебедева А.Д. Аудитория (категория): Начинающие дизайнеры.","23 мая дизайнер Тинькофф А. Лебедева провела воркшоп по UX/UI. Участники спроектировали интерфейс для фитнес-приложения, разобрали типичные ошибки и получили обратную связь от эксперта. Запись доступна по ссылке."
"Название мероприятия: Круглый стол «Будущее образования». Дата: 2026-05-24. Время: 11:00. Место проведения: Москва, МГУ. Описание: Цифровые инструменты в школе, ИИ-тьюторы. Спикер(ы): Профессора МПГУ, методисты Яндекс.Учебника. Аудитория (категория): Учителя и администрация школ.","В МГУ прошёл круглый стол о будущем образования. Учителя и методисты обсудили внедрение ИИ-помощников в школы, а также новые подходы к оценке знаний. Решено запустить пилотный проект в 10 регионах."
"Название мероприятия: Хакатон по блокчейну. Дата: 2026-05-25. Время: 09:30. Место проведения: Санкт-Петербург, «Севкабель Порт». Описание: Создание децентрализованного приложения для голосования. Спикер(ы): Разработчики из Waves, Bitfury. Аудитория (категория): Программисты и криптоэнтузиасты.","В «Севкабель Порту» стартовал 24-часовой блокчейн-хакатон. Командам предстоит разработать защищённую систему голосования. Приз — криптовалюта и стажировка в Waves."
"Название мероприятия: Лекция о редактировании генома. Дата: 2026-05-26. Время: 16:20. Место проведения: Новосибирск, НГУ. Описание: Технология CRISPR-Cas9, этические вопросы. Спикер(ы): Молекулярный биолог Соболева Н.В. Аудитория (категория): Биологи и медики.","В Новосибирском госуниверситете молекулярный биолог Н.В. Соболева прочитала лекцию о CRISPR. Слушатели узнали о последних клинических испытаниях генной терапии и обсудили этические границы редактирования эмбрионов."
"Название мероприятия: Семинар по SMM для НКО. Дата: 2026-05-27. Время: 12:00. Место проведения: Онлайн (Telegram). Описание: Эффективные стратегии продвижения благотворительных фондов. Спикер(ы): SMM-менеджер фонда «Нужна помощь» Круглова М.А. Аудитория (категория): Сотрудники НКО.","27 мая SMM-менеджер фонда «Нужна помощь» поделилась кейсами по продвижению НКО в соцсетях. Участники научились создавать вовлекающий контент с минимальным бюджетом. Запись семинара разослали всем зарегистрированным."
"Название мероприятия: Фестиваль науки «Кстати». Дата: 2026-05-28. Время: 10:00–20:00. Место проведения: Челябинск, Мегаполис. Описание: Интерактивные стенды, шоу профессора, VR-аттракционы. Спикер(ы): Популяризаторы науки. Аудитория (категория): Дети 6–14 лет с родителями.","В Челябинске открылся фестиваль науки «Кстати». Юные посетители могут собрать робота, поучаствовать в химическом шоу и погрузиться в виртуальную реальность. Вход по предварительной регистрации."
"Название мероприятия: Лекция о технологиях сна. Дата: 2026-05-29. Время: 19:00. Место проведения: Москва, Культурный центр ЗИЛ. Описание: Как гаджеты и нейростимуляция улучшают сон. Спикер(ы): Сомнолог Калинкин А.Л. Аудитория (категория): Все желающие.","В ЗИЛе сомнолог А.Л. Калинкин рассказал о современных технологиях для здорового сна: умных матрасах, трекерах и мягкой стимуляции мозга. Слушатели задали вопросы о бессоннице и получат чек-лист для гигиены сна."
"Название мероприятия: Мастер-класс по гончарному делу. Дата: 2026-05-30. Время: 15:30. Место проведения: Владивосток, Арт-резиденция. Описание: Создание керамической посуды на гончарном круге. Спикер(ы): Керамист Алена Тарасова. Аудитория (категория): Взрослые и дети от 12 лет.","Во владивостокской Арт-резиденции прошёл мастер-класс по гончарному делу. Под руководством керамиста Алены Тарасовой участники вылепили и расписали кружки. Готовые изделия можно забрать после обжига через неделю."
"Название мероприятия: Конференция «Маркетинг 2026». Дата: 2026-05-31. Время: 10:00. Место проведения: Онлайн (площадка GetCourse). Описание: AI-инструменты для таргетинга, контент-план. Спикер(ы): Директор по маркетингу Ozon, практик из Skillbox. Аудитория (категория): Маркетологи и предприниматели.","Онлайн-конференция «Маркетинг 2026» объединила более 2000 участников. Эксперты Ozon и Skillbox показали, как нейросети помогают в прогнозировании спроса и генерации креативов. До 5 июня доступна запись и презентации."
"Название мероприятия: Лекция о суперкомпьютерах. Дата: 2026-06-01. Время: 13:00. Место проведения: Саров, РФЯЦ-ВНИИЭФ. Описание: Как строят и используют экзафлопсные системы. Спикер(ы): Зав. лабораторией суперкомпьютеров Маслов И.Л. Аудитория (категория): Физики и программисты.","В Сарове на базе РФЯЦ-ВНИИЭФ состоялась лекция о суперкомпьютерах. И.Л. Маслов рассказал о проектировании систем с производительностью выше 1 экзафлопса и применении для моделирования ядерных процессов."
"Название мероприятия: Кинопоказ с обсуждением «Донни Дарко». Дата: 2026-06-02. Время: 19:30. Место проведения: Москва, Кинотеатр «Пионер». Описание: Психоаналитический разбор культового фильма. Спикер(ы): Киновед Полина Кузнецова. Аудитория (категория): Киноманы.","В кинотеатре «Пионер» прошёл показ «Донни Дарко» с лекцией киноведа Полины Кузнецовой. Зрители разобрали символизм и темпоральные петли. Следующий показ — «Матрица» 5 июня."
"Название мероприятия: Хакатон по разработке игр. Дата: 2026-06-03. Время: 10:00. Место проведения: Онлайн (Discord). Описание: Создание 2D-игры на Unity за 48 часов. Спикер(ы): GameDev-лидер из NAVI Горин Е.А. Аудитория (категория): Инди-разработчики.","Стартовал онлайн-джем по созданию игр на Unity. Тема — «Эхо прошлого». Победители получат лицензии на профессиональные ассеты из Asset Store. Финиш 5 июня в 10:00."
"Название мероприятия: Лекция о психологии цвета в дизайне. Дата: 2026-06-04. Время: 17:00. Место проведения: Казань, Школа дизайна. Описание: Влияние цвета на восприятие бренда и эмоции. Спикер(ы): Колорист Ирина Беляева. Аудитория (категория): Дизайнеры и маркетологи.","В казанской Школе дизайна колорист Ирина Беляева объяснила, как правильно подбирать цвета для логотипов и сайтов. Слушатели провели тест на цветовосприятие и разобрали ошибки известных брендов."
"Название мероприятия: Семинар по Agile и Scrum. Дата: 2026-06-05. Время: 11:30. Место проведения: Москва, офис «СберТех». Описание: Гибкие методологии для IT-команд. Спикер(ы): Agile-коуч Панкратов Д.В. Аудитория (категория): Project-менеджеры.","В «СберТехе» прошёл семинар по Agile и Scrum. Agile-коуч Д.В. Панкратов провёл симуляцию спринта, объяснил отличия Scrum от Kanban. Участники получили шаблоны для ретроспектив."
"Название мероприятия: Лекция о происхождении жизни. Дата: 2026-06-06. Время: 15:00. Место проведения: Санкт-Петербург, Музей эволюции. Описание: От РНК-мира к первым клеткам. Спикер(ы): Биохимик Зотов В.С. Аудитория (категория): Биологи и химики.","В Музее эволюции биохимик В.С. Зотов прочитал лекцию о гипотезе РНК-мира. Он показал эксперименты по синтезу примитивных рибозимов и объяснил, как могла зародиться жизнь на Земле."
"Название мероприятия: Выставка дронов и аэрофотосъёмка. Дата: 2026-06-07. Время: 12:00. Место проведения: Краснодар, Выставочный зал. Описание: Новые модели DJI, правила полётов, мастер-класс по съёмке. Спикер(ы): Оператор-дроновед Гришин А.К. Аудитория (категория): Фотографы и любители.","В Краснодаре открылась выставка дронов. Посетители протестировали DJI Mavic 4 и научились снимать панорамы с воздуха. Эксперт А. Гришин рассказал о регистрации квадрокоптеров и зонах запрещённых полётов."
"Название мероприятия: Лекция «Мозг и стресс». Дата: 2026-06-08. Время: 20:00. Место проведения: Онлайн (YouTube). Описание: Как хронический стресс меняет нейронные связи, способы защиты. Спикер(ы): Психофизиолог Марченко О.Г. Аудитория (категория): Широкой публики.","Психофизиолог О.Г. Марченко прочитал открытую лекцию о влиянии стресса на мозг. Он дал научно обоснованные упражнения для снижения кортизола. Запись уже набрала 50 тысяч просмотров."
"Название мероприятия: Хакатон для школьников по робототехнике. Дата: 2026-06-09. Время: 09:00. Место проведения: Томск, ТУСУР. Описание: Собрать и запрограммировать робота для сортировки мусора. Спикер(ы): Студенты и преподаватели ТУСУР. Аудитория (категория): Школьники 7–11 кл.","В ТУСУРе стартовал детский робототехнический хакатон. 15 команд за 24 часа должны создать роботов, распознающих типы отходов. Победители поедут на всероссийскую олимпиаду по робототехнике."
"Название мероприятия: Круглый стол по регулированию ИИ. Дата: 2026-06-10. Время: 14:00. Место проведения: Москва, Общественная палата РФ. Описание: Законодательные инициативы, этические кодексы. Спикер(ы): Депутаты Госдумы, представители Яндекса и Сбера. Аудитория (категория): Юристы и IT-эксперты.","В Общественной палате обсудили регулирование искусственного интеллекта. Эксперты предложили ввести обязательную маркировку AI-контента и создать реестр сильных моделей. Законопроект планируют внести в Думу осенью."
"Название мероприятия: Мастер-класс по флористике. Дата: 2026-06-11. Время: 11:30. Место проведения: Самара, Цветочная студия «Пион». Описание: Создание букетов в японском стиле икебана. Спикер(ы): Флорист Мария Аксёнова. Аудитория (категория): Все желающие.","В самарской студии «Пион» прошёл мастер-класс по икебане. Флорист Мария Аксёнова обучила основам композиции и работе с сезонными цветами. Каждый участник унёс готовый букет."
"Название мероприятия: Лекция о карбоновых полигонах. Дата: 2026-06-12. Время: 13:00. Место проведения: Тюмень, Экоцентр. Описание: Мониторинг парниковых газов на особых территориях. Спикер(ы): Климатолог РАН Лебедев С.И. Аудитория (категория): Экологи и географы.","В Тюменском экоцентре климатолог С.И. Лебедев рассказал о карбоновых полигонах — территориях для исследования углеродного баланса. Он представил данные о поглощении CO2 лесами Тюменской области."
"Название мероприятия: Вебинар по нутрициологии. Дата: 2026-06-13. Время: 18:00. Место проведения: Онлайн (Profi.ru). Описание: Как составить сбалансированный рацион без БАДов. Спикер(ы): Нутрициолог Елена Степанова. Аудитория (категория): Желающие похудеть и ЗОЖ.","13 июня нутрициолог Елена Степанова провела вебинар о здоровом питании. Она развеяла мифы о детоксах и показала, как рассчитать свою норму калорий. В конце участники получили меню на неделю."
"Название мероприятия: Лекция о палеонтологии. Дата: 2026-06-14. Время: 12:30. Место проведения: Владимир, Динопарк. Описание: Тираннозавры, трицератопсы и методы раскопок. Спикер(ы): Палеонтолог Виктор Морозов. Аудитория (категория): Дети и родители.","Во владимирском Динопарке палеонтолог Виктор Морозов воссоздал процесс раскопок. Дети нашли «ископаемые» яйца динозавров и узнали, чем питался тираннозавр. Лекция прошла в интерактивном формате."
"Название мероприятия: Конференция по веб-разработке FrontendConf. Дата: 2026-06-15. Время: 10:00. Место проведения: Москва, Цифровое деловое пространство. Описание: Новинки React 19, WebAssembly, Svelte. Спикер(ы): Разработчики из VK, Tinkoff, Google. Аудитория (категория): Фронтенд-разработчики.","В Москве открылась FrontendConf. Главные темы — React 19 с серверными компонентами и WebAssembly для браузера. Спикеры из Google показали инкрементальные рендеринг. Онлайн-трансляция доступна до завтра."
"Название мероприятия: Экскурсия на завод по переработке батареек. Дата: 2026-06-16. Время: 14:00. Место проведения: Челябинск, Эко-завод «Мегаполисресурс». Описание: Как из литиевых батарей добывают металлы. Спикер(ы): Технолог Валерий Соколов. Аудитория (категория): Экологи-волонтёры.","На заводе «Мегаполисресурс» прошла экскурсия для волонтёров. Технолог показал линию дробления и гидрометаллургического извлечения кобальта. В конце каждому выдали сувенир из переработанного алюминия."
"Название мероприятия: Лекция о биохакинге. Дата: 2026-06-17. Время: 19:00. Место проведения: Онлайн (YouTube). Описание: Улучшение когнитивных способностей, анализы и ноотропы. Спикер(ы): Биохакер Глеб Кузнецов. Аудитория (категория): Все желающие.","Популяризатор биохакинга Глеб Кузнецов рассказал о безопасных способах повысить продуктивность мозга: режиме сна, специальных добавках и упражнениях. Он предупредил о рисках самодеятельных экспериментов."
"Название мероприятия: Семинар по управлению проектами. Дата: 2026-06-18. Время: 10:30. Место проведения: Екатеринбург, Точка кипения. Описание: Lean, Six Sigma, управление рисками. Спикер(ы): Бизнес-тренер Анатолий Белов. Аудитория (категория): Руководители среднего звена.","В «Точке кипения» бизнес-тренер А. Белов обучил проектному менеджменту по методикам Lean и Six Sigma. Участники разобрали кейс по сокращению потерь на производстве."
"Название мероприятия: Лекция об астрофизике чёрных дыр. Дата: 2026-06-19. Время: 16:00. Место проведения: Казань, Университет Иннополис. Описание: Гравитационные волны, аккреционные диски, парадокс информации. Спикер(ы): Астрофизик Сергей Попов. Аудитория (категория): Студенты физмата.","В Иннополисе астрофизик Сергей Попов устроил открытую лекцию о чёрных дырах. Он объяснил, как LIGO ловит гравитационные волны, и рассказал о гипотезе «волосатых» чёрных дыр. Зал аплодировал стоя."
"Название мероприятия: Хакатон по созданию чат-ботов. Дата: 2026-06-20. Время: 09:30. Место проведения: Онлайн (Telegram + GitHub). Описание: Разработать бота для техподдержки с элементами NLP. Спикер(ы): Telegram-разработчик Сидоров Н.П. Аудитория (категория): Python-разработчики.","В субботу стартовал онлайн-хакатон по чат-ботам. За 24 часа команды создадут ботов, распознающих намерения пользователей. Приз — подписка на GitHub Copilot на год."
"Название мероприятия: Лекция о синтетической биологии. Дата: 2026-06-21. Время: 15:00. Место проведения: Санкт-Петербург, ITMO. Описание: Создание искусственных микроорганизмов для очистки океана. Спикер(ы): Биотехнолог Горбунова А.С. Аудитория (категория): Биотехнологи.","В Университете ИТМО биотехнолог А. Горбунова представила лабораторные штаммы бактерий, которые разлагают пластик. Слушатели узнали о методах синтеза генома с нуля. Проект уже поддержан фондом «Сколково»."
"Название мероприятия: Кинолекторий «Фаренгейт 451». Дата: 2026-06-22. Время: 19:00. Место проведения: Новосибирск, Книжный клуб «Портал». Описание: Просмотр и обсуждение антиутопии о цензуре. Спикер(ы): Литкритик Артём Петров. Аудитория (категория): Любители фантастики.","В клубе «Портал» показали фильм «Фаренгейт 451», после чего критик А. Петров провёл параллели с современной цифровой цензурой. Участники поспорили о роли запрещённых книг в обществе."
"Название мероприятия: Мастер-класс по созданию подкастов. Дата: 2026-06-23. Время: 12:00. Место проведения: Онлайн (Discord). Описание: Запись, монтаж, публикация на площадках. Спикер(ы): Подкастер Дмитрий «Диктор» Голубев. Аудитория (категория): Начинающие блогеры.","Подкастер Дмитрий Голубев провёл мастер-класс по производству подкастов. Он показал бесплатные инструменты для шумоподавления и посоветовал, как продвигать шоу в Apple Podcasts и VK."
"Название мероприятия: Лекция «Геоинженерия климата». Дата: 2026-06-24. Время: 14:30. Место проведения: Москва, Российская академия наук. Описание: Стратосферные аэрозоли, осветление облаков. Спикер(ы): Климатолог РАН Тимофеев И.А. Аудитория (категория): Научные сотрудники.","В РАН состоялась лекция о геоинженерии: распыление аэрозолей в стратосфере для отражения солнечного света. Академик Тимофеев предупредил о побочных эффектах (изменение осадков) и призвал к осторожности."
"Название мероприятия: Ярмарка вакансий в IT. Дата: 2026-06-25. Время: 11:00. Место проведения: Нижний Новгород, Стадион «Нижний Новгород». Описание: Собеседования с Яндексом, Сбером, EPAM, консультации по резюме. Спикер(ы): HR-директора. Аудитория (категория): IT-специалисты и студенты.","На стадионе «Нижний Новгород» открылась IT-ярмарка вакансий. 40 компаний предложили более 500 позиций. Прямо на месте можно пройти техническое собеседование. Мероприятие продлится до 18:00."
"Название мероприятия: Лекция о сознании с точки зрения нейробиологии. Дата: 2026-06-26. Время: 17:30. Место проведения: Онлайн (Zoom). Описание: Теория глобального рабочего пространства, эксперименты с бодрствованием. Спикер(ы): Нейробиолог Мария Комарова. Аудитория (категория): Психологи и философы.","Нейробиолог Мария Комарова прочитала лекцию о природе сознания. Она объяснила, почему мы не чувствуем себя аватарами и как работает внимание. Запись лекции появится в открытом доступе через неделю."
"Название мероприятия: Вебинар по инвестициям для начинающих. Дата: 2026-06-27. Время: 10:00. Место проведения: Онлайн (веб-площадка). Описание: Акции, облигации, ETF, как выбрать брокера. Спикер(ы): Финансовый советник Алексей Ханов. Аудитория (категория): Новички на фондовом рынке.","27 июня финансовый советник Алексей Ханов провёл бесплатный вебинар «Инвестиции с нуля». Он рассказал о диверсификации, налоговых льготах ИИС-3 и показал, как не попасться на уловки мошенников."
"Название мероприятия: Лекция о микробиоме человека. Дата: 2026-06-28. Время: 18:00. Место проведения: Екатеринбург, Ельцин-центр. Описание: Как бактерии влияют на настроение и иммунитет. Спикер(ы): Микробиолог Лев Жуков. Аудитория (категория): Широкой публики.","В Ельцин-центре микробиолог Лев Жуков рассказал о связи кишечника и мозга. Слушатели узнали, почему пребиотики важнее пробиотиков, и получили рецепты ферментированных продуктов. Очередь на автограф выстроилась на полчаса."
"Название мероприятия: Хакатон по компьютерному зрению. Дата: 2026-06-29. Время: 09:00. Место проведения: Москва, Технопарк «Калибр». Описание: Распознавание дефектов на производственных линиях. Спикер(ы): CV-инженеры из NtechLab. Аудитория (категория): ML-специалисты.","В технопарке «Калибр» стартовал хакатон по компьютерному зрению. Участники тренируют модели YOLO на датасете бракованных деталей. Приз — 300 000 рублей и контракт с NtechLab."
"Название мероприятия: Семинар по тайм-менеджменту. Дата: 2026-06-30. Время: 16:00. Место проведения: Онлайн (MTS Link). Описание: Методы GTD, Pomodoro, как бороться с прокрастинацией. Спикер(ы): Коуч по продуктивности Сергей Ковалёв. Аудитория (категория): Офисные работники.","Коуч Сергей Ковалёв провёл семинар по тайм-менеджменту. Он разобрал технику помидора и метод Getting Things Done. Участники заполнили матрицу Эйзенхауэра в реальном времени."
"Название мероприятия: Лекция о палеоклиматологии. Дата: 2026-07-01. Время: 13:00. Место проведения: Казань, КФУ. Описание: Климат Земли за последний миллион лет по кернам льда. Спикер(ы): Географ Виктор Петров. Аудитория (категория): Геологи и географы.","В КФУ географ Виктор Петров представил данные по изменению температуры за 800 000 лет, полученные из антарктических кернов. Он сравнил нынешнее потепление с межледниковьями и сделал прогноз на 2100 год."
"Название мероприятия: Мастер-класс по видеомонтажу в DaVinci Resolve. Дата: 2026-07-02. Время: 17:00. Место проведения: Ростов-на-Дону, Молодёжный центр. Описание: Цветокоррекция, монтаж, работа со звуком. Спикер(ы): Видеограф Анна Савельева. Аудитория (категория): Блогеры и видеолюбители.","В ростовском Молодёжном центре видеограф Анна Савельева научила участников делать качественную цветокоррекцию и анимацию в DaVinci Resolve. Каждый смонтировал свой 30-секундный ролик."
"Название мероприятия: Лекция о децентрализованных финансах (DeFi). Дата: 2026-07-03. Время: 19:00. Место проведения: Онлайн (YouTube). Описание: Стейблкоины, смарт-контракты, ликвидные пулы. Спикер(ы): Экономист Дмитрий Виноградов. Аудитория (категория): Криптоинвесторы.","Экономист Дмитрий Виноградов прочитал лекцию о DeFi. Он объяснил, чем рискован заработок на фарминг-пулах и как проверять смарт-контракты на безопасность. Запись уже посмотрели 15 тысяч человек."
"Название мероприятия: Круглый стол «ИИ в здравоохранении». Дата: 2026-07-04. Время: 11:00. Место проведения: Москва, Сеченовский университет. Описание: Диагностика рака по снимкам КТ, цифровые двойники пациентов. Спикер(ы): Врачи и разработчики AI-систем. Аудитория (категория): Медицинские работники.","В Сеченовском университете обсудили внедрение ИИ в диагностику. Главные новости: нейросеть выявляет ранние признаки рака лёгкого точнее врачей в 95% случаев. Минздрав планирует расширить госзакупки таких систем."
