input_text,output_text
"Название мероприятия: Хакатон по чат-ботам для бизнеса. Дата: 19.07.2027. Время: 09:00. Окончание: 18:00. Место проведения: Онлайн (GitHub + Discord). Формат: Онлайн. Категория: Хакатон. Количество участников: 100. Описание: Разработка ботов на платформе Telegram для малого бизнеса. Цель: Создать решения для автоматизации заказов. Спикеры: Александр Морозов (AI-архитектор, VK). Аудитория: Python-разработчики. Организатор: Клуб разработчиков VK.","19 июля стартует онлайн-хакатон по созданию чат-ботов для малого бизнеса. Участникам предстоит за день разработать Telegram-ботов для автоматизации заказов. Ментор – Александр Морозов из VK. Ожидается 100 Python-разработчиков."
"Название мероприятия: Конференция по робототехнике в промышленности. Дата: 05.08.2027. Время: 10:00. Окончание: 18:00. Место проведения: Челябинск, Дворец спорта «Юность». Формат: Очный. Категория: Конференция. Количество участников: 400. Описание: Промышленные роботы, автоматизация складов, коботы. Цель: Презентация решений для заводов. Спикеры: Директор по инновациям KUKA Россия, представители «Авито Роботикс». Аудитория: Инженеры, технологи. Организатор: Союз машиностроителей Челябинской области.","5 августа в Челябинске откроется конференция по промышленной робототехнике. 400 инженеров увидят новейшие коботы и системы автоматизации складов от KUKA и «Авито Роботикс». Мероприятие посетят представители крупных заводов региона."
"Название мероприятия: Мастер-класс по цифровому искусству. Дата: 22.09.2027. Время: 14:00. Окончание: 18:00. Место проведения: Красноярск, Музей современного искусства. Формат: Очный. Категория: Мастер-класс. Количество участников: 25. Описание: Рисование на планшете, создание персонажей в Procreate. Цель: Развитие навыков цифрового рисунка. Спикеры: Иллюстратор Лена Зайцева (издательство «МИФ»). Аудитория: Художники и дизайнеры. Организатор: Красноярская художественная галерея.","22 сентября в Красноярске пройдёт мастер-класс по цифровому искусству. Иллюстратор издательства «МИФ» Лена Зайцева научит 25 участников рисовать на планшете в Procreate и создавать персонажей."
"Название мероприятия: Вебинар о программе лояльности для клиентов. Дата: 08.10.2027. Время: 16:00. Окончание: 17:30. Место проведения: Онлайн (Webinar). Формат: Онлайн. Категория: Вебинар. Количество участников: 250. Описание: Технологии геймификации, интеграция с CRM. Цель: Увеличение удержания клиентов. Спикеры: Руководитель отдела лояльности Т-Банка Ольга Гусева. Аудитория: Маркетологи, владельцы малого бизнеса. Организатор: Т-Банк.","8 октября пройдёт онлайн-вебинар о современных программах лояльности. Руководитель направления Т-Банка Ольга Гусева расскажет о геймификации и интеграции с CRM. Вебинар рассчитан на 250 маркетологов и предпринимателей."
"Название мероприятия: Круглый стол «Искусственный интеллект в госуправлении». Дата: 15.11.2027. Время: 10:00. Окончание: 12:30. Место проведения: Москва, Общественная палата РФ. Формат: Гибрид. Категория: Круглый стол. Количество участников: 60. Описание: Обработка обращений граждан, предиктивная аналитика. Цель: Выработка рекомендаций для Минцифры. Спикеры: Представители Минцифры, Сбера, НИУ ВШЭ. Аудитория: Госслужащие, эксперты по цифровизации. Организатор: Комиссия по цифровой экономике ОП РФ.","15 ноября в Москве в гибридном формате пройдёт круглый стол о применении ИИ в государственном управлении. Участники обсудят обработку обращений граждан и предиктивную аналитику. В мероприятии примут участие 60 государственных служащих и экспертов."
"Название мероприятия: Хакатон по open source проектам. Дата: 04.12.2027. Время: 09:00. Окончание: 21:00. Место проведения: Онлайн (GitHub и Telegram). Формат: Онлайн. Категория: Хакатон. Количество участников: 150. Описание: Улучшение open source библиотек, документации, исправление багов. Цель: Развитие сообщества разработчиков. Спикеры: Мейнтейнеры PyTorch, TensorFlow. Аудитория: Программисты, желающие внести вклад в open source. Организатор: Open Source Community Russia.","4 декабря стартует онлайн-хакатон по улучшению open source проектов. Участникам предстоит внести свой вклад в популярные библиотеки, такие как PyTorch и TensorFlow. Соревнование соберёт 150 разработчиков со всей России."
"Название мероприятия: Лекция о когнитивных науках. Дата: 19.12.2027. Время: 15:00. Окончание: 17:00. Место проведения: Онлайн (Zoom). Формат: Онлайн. Категория: Лекция. Количество участников: 300. Описание: Нейропластичность, внимание, память. Цель: Популяризация когнитивной психологии. Спикеры: Профессор СПбГУ Татьяна Черниговская. Аудитория: Все желающие (18+). Организатор: Университет ИТМО.","19 декабря профессор СПбГУ Татьяна Черниговская прочитает онлайн-лекцию о когнитивных науках. Слушатели узнают о нейропластичности, механизмах внимания и памяти. Лекция рассчитана на 300 человек."
"Название мероприятия: Мастер-класс по созданию онлайн-курсов. Дата: 27.01.2028. Время: 12:00. Окончание: 16:00. Место проведения: Иркутск, Библиотека им. Молчанова-Сибирского. Формат: Очный. Категория: Мастер-класс. Количество участников: 35. Описание: Дизайн образовательного контента, съёмка видео, монтаж. Цель: Повышение компетенций преподавателей. Спикеры: Продюсер платформы Stepik Анна Дьякова. Аудитория: Преподаватели и методисты. Организатор: Stepik Education.","27 января в Иркутске пройдёт мастер-класс по созданию онлайн-курсов. Продюсер Stepik Анна Дьякова научит 35 преподавателей проектировать контент, снимать и монтировать уроки."
"Название мероприятия: Фестиваль уличного искусства. Дата: 14.02.2028. Время: 11:00. Окончание: 19:00. Место проведения: Сочи, парк «Ривьера». Формат: Очный. Категория: Фестиваль. Количество участников: 500. Описание: Граффити-баттл, лекции о стрит-арте, концерт. Цель: Развитие уличной культуры в городе. Спикеры: Художник-граффитист Max Headroom. Аудитория: Жители и гости Сочи (12+). Организатор: Администрация города Сочи.","14 февраля в сочинском парке «Ривьера» состоится фестиваль уличного искусства. Гости увидят граффити-баттл, посетят лекции художника Max Headroom и концерт. Ожидается 500 участников фестиваля."
"Название мероприятия: Тренинг по управлению конфликтами. Дата: 03.03.2028. Время: 10:00. Окончание: 17:00. Место проведения: Ярославль, БЦ «Петропавловский». Формат: Очный. Категория: Тренинг. Количество участников: 20. Описание: Техники активного слушания, разрешения споров, медиация. Цель: Создание комфортного климата в коллективах. Спикеры: Бизнес-тренер Наталья Виноградова. Аудитория: HR-директора, руководители подразделений. Организатор: Кадровое агентство «Профи».","3 марта в Ярославле пройдёт тренинг по управлению конфликтами. Бизнес-тренер Наталья Виноградова обучит 20 HR-директоров и руководителей техникам медиации и разрешения споров."
"Название мероприятия: Конкурс стартапов «Инновации 2028». Дата: 22.03.2028. Время: 09:30. Окончание: 18:00. Место проведения: Онлайн (платформа для питчей). Формат: Онлайн. Категория: Презентация. Количество участников: 200. Описание: Питч-сессии, оценка жюри, призовой фонд 1 млн руб. Цель: Поиск перспективных стартапов. Спикеры: Венчурные инвесторы, представители РВК. Аудитория: Стартаперы, технологические предприниматели. Организатор: Фонд содействия инновациям.","22 марта в онлайн-формате пройдёт конкурс стартапов «Инновации 2028». 200 участников представят свои проекты жюри из венчурных инвесторов и РВК. Главный приз – 1 миллион рублей на развитие."
"Название мероприятия: Семинар по экологичному производству. Дата: 10.04.2028. Время: 14:00. Окончание: 16:30. Место проведения: Калуга, Технопарк «Калужский». Формат: Очный. Категория: Семинар. Количество участников: 50. Описание: Безотходные технологии, переработка отходов, зелёные сертификаты. Цель: Внедрение принципов циркулярной экономики. Спикеры: Эксперт Greenpeace Андрей Сидоров. Аудитория: Руководители промышленных предприятий. Организатор: Министерство природных ресурсов Калужской области.","10 апреля в Калуге пройдёт семинар по экологичному производству. Эксперт Greenpeace Андрей Сидоров расскажет руководителям 50 предприятий о безотходных технологиях и получении зелёных сертификатов."
"Название мероприятия: Вебинар по созданию вирусного контента. Дата: 27.05.2028. Время: 15:00. Окончание: 16:30. Место проведения: Онлайн (VK). Формат: Онлайн. Категория: Вебинар. Количество участников: 500. Описание: Аналитика, рекламные креативы, использование AI. Цель: Увеличение охвата в соцсетях. Спикеры: SMM-директор VK Мария Костина. Аудитория: SMM-менеджеры, контент-маркетологи. Организатор: VK Реклама.","27 мая пройдёт онлайн-вебинар по созданию вирусного контента. Мария Костина, SMM-директор VK, поделится аналитикой и креативными приёмами. Вебинар соберёт 500 SMM-менеджеров."
"Название мероприятия: Лекция о современной архитектуре. Дата: 12.06.2028. Время: 18:00. Окончание: 20:00. Место проведения: Екатеринбург, Музей архитектуры. Формат: Очный. Категория: Лекция. Количество участников: 80. Описание: Бионика в архитектуре, умные здания. Цель: Образовательная для архитекторов. Спикеры: Архитектор Сергей Скуратов. Аудитория: Архитекторы, студенты профильных вузов. Организатор: Союз архитекторов России.","12 июня в Екатеринбурге выступит архитектор Сергей Скуратов с лекцией о биотонике и умных зданиях. Мероприятие рассчитано на 80 архитекторов и студентов."
"Название мероприятия: Хакатон по киберспорту. Дата: 28.06.2028. Время: 10:00. Окончание: 22:00. Место проведения: Онлайн (Discord). Формат: Онлайн. Категория: Хакатон. Количество участников: 120. Описание: Разработка инструментов для киберспортивных аналитиков. Цель: Создание открытых решений для сообщества. Спикеры: Аналитик команды VP Артём Дорофеев. Аудитория: Программисты, киберспортсмены. Организатор: Федерация киберспорта России.","28 июня стартует онлайн-хакатон по киберспорту. Участники под руководством аналитика Virtus.pro Артёма Дорофеева будут создавать инструменты для анализа матчей. В хакатоне примут участие 120 разработчиков и киберспортсменов."
"Название мероприятия: Конференция «EdTech 2028». Дата: 15.07.2028. Время: 10:00. Окончание: 18:00. Место проведения: Новосибирск, Технопарк. Формат: Очный. Категория: Конференция. Количество участников: 300. Описание: VR/AR в образовании, адаптивное обучение, платформы LXP. Цель: Обмен опытом среди EdTech-компаний. Спикеры: CEO «Яндекс.Учебника» Михаил Свердлов. Аудитория: Методисты, разработчики EdTech. Организатор: Агентство инноваций Новосибирской области.","15 июля в Новосибирске пройдёт конференция EdTech 2028. Михаил Свердлов, CEO «Яндекс.Учебника», расскажет о VR/AR в образовании и адаптивном обучении. На конференцию приедут 300 участников – лидеров рынка образовательных технологий."
"Название мероприятия: Вебинар по нейромаркетингу. Дата: 03.08.2028. Время: 12:00. Окончание: 13:30. Место проведения: Онлайн (Zoom). Формат: Онлайн. Категория: Вебинар. Количество участников: 250. Описание: Окулография, анализ эмоций покупателей, ЭЭГ-метрики. Цель: Повышение эффективности рекламных кампаний. Спикеры: Нейромаркетолог Илья Пономарёв (МГУ). Аудитория: Маркетологи, руководители рекламных агентств. Организатор: Лаборатория нейромаркетинга МГУ.","3 августа состоится вебинар по нейромаркетингу. Илья Пономарёв из МГУ расскажет о применении окулографии и ЭЭГ для анализа поведения покупателей. Участниками станут 250 маркетологов."
"Название мероприятия: Хакатон по блокчейн-приложениям. Дата: 19.08.2028. Время: 09:00. Окончание: 21:00. Место проведения: Онлайн (Telegram, GitHub). Формат: Онлайн. Категория: Хакатон. Количество участников: 150. Описание: Создание dApp на Solidity, интеграция с Web3. Цель: Ускорение внедрения блокчейна в бизнес. Спикеры: Разработчик из Web3 Foundation. Аудитория: Блокчейн-разработчики. Организатор: Web3 Russia.","19 августа пройдёт онлайн-хакатон по блокчейн-приложениям. Участники под руководством эксперта из Web3 Foundation разработают dApp на Solidity. Соревнование соберёт 150 разработчиков."
"Название мероприятия: Мастер-класс по анимации в After Effects. Дата: 05.09.2028. Время: 14:00. Окончание: 18:00. Место проведения: Самара, Лофт-пространство «Крылья». Формат: Очный. Категория: Мастер-класс. Количество участников: 30. Описание: Моушн-дизайн, создание динамической графики. Цель: Повышение квалификации видеографов. Спикеры: Motion-дизайнер Дмитрий Колесников (студия «Инфографика»). Аудитория: Видеографы, маркетологи. Организатор: Самарский медиакластер.","5 сентября в Самаре пройдёт мастер-класс по анимации в After Effects. Дмитрий Колесников, motion-дизайнер студии «Инфографика», обучит 30 видеографов созданию динамической графики."
